Unnamed: 0,realSum,room_type,room_shared,room_private,person_capacity,host_is_superhost,multi,biz,cleanliness_rating,guest_satisfaction_overall,bedrooms,dist,metro_dist,attr_index,attr_index_norm,rest_index,rest_index_norm,lng,lat,district
0,332.0486910748696,Entire home/apt,False,False,6.0,True,0,1,10.0,99.0,1,0.3593722712143916,0.3526617571685863,404.3985105264517,24.13609080980724,893.4182281602901,78.10078991794795,19.05074,47.50076,District V.
1,331.1087089345302,Entire home/apt,False,False,6.0,False,0,1,9.0,98.0,2,0.9294383014300625,0.2002194130445099,1675.4929939281303,100.0,452.536451865194,39.559808881575705,19.04493,47.50405,District V.
4,238.28547257602105,Entire home/apt,False,False,4.0,False,1,0,9.0,84.0,0,0.8356352870938694,0.1755681754651312,535.7629584076931,31.976436806913583,534.3170554156968,46.70890158635863,19.04655,47.50398,District V.
5,130.1875264369977,Entire home/apt,False,False,2.0,False,1,0,10.0,100.0,0,1.4687462118352774,0.369921375790643,464.4826167514244,27.722146164423062,333.88463983085614,29.187510720433767,19.03621,47.5036,District I.
6,171.78173614701322,Entire home/apt,False,False,3.0,False,1,0,9.0,93.0,1,1.3158044505471933,0.7225960174972176,422.8255057657547,25.2358862315775,354.0454281163052,30.94992550091616,19.0369,47.50003,District I.
7,305.49419561028344,Entire home/apt,False,False,4.0,False,0,1,9.0,92.0,0,2.118516345474488,0.7059299541995531,178.1469438033243,10.632509025637011,214.75110884496783,18.77310167611452,19.02689,47.4941,District I.
8,99.8731024110542,Entire home/apt,False,False,5.0,False,0,1,9.0,91.0,1,2.125625082430619,0.3071370269545476,227.040210139989,13.550651119567007,249.99081862416932,21.85368486043376,19.02769,47.50505,District I.
9,207.5010574799079,Entire home/apt,False,False,2.0,False,1,0,10.0,95.0,0,0.6400689271884892,0.3098026943943682,253.87975212565965,15.152540359506252,1033.4931923232252,90.34585611878072,19.052,47.493,District V.
9,207.5010574799079,Entire home/apt,False,False,2.0,False,1,0,10.0,95.0,0,0.6400689271884892,0.3098026943943682,253.87975212565965,15.152540359506252,1033.4931923232252,90.34585611878072,19.052,47.493,District V.
10,180.9465620153217,Entire home/apt,False,False,2.0,False,0,0,10.0,100.0,0,0.6058357728123256,0.5119771593315161,426.8454964285252,25.475815057143382,609.2326329943913,53.25786779460754,19.04702,47.50097,District V.
11,229.82563331296703,Entire home/apt,False,False,4.0,False,0,1,10.0,100.0,2,1.4575505325256746,0.7682794391515376,445.4747394593828,26.587681421154976,351.9137228181595,30.763576193940096,19.035,47.5,District I.
12,133.94745499835503,Entire home/apt,False,False,3.0,False,0,1,9.0,94.0,1,0.8141809219083918,0.1789530165306302,497.7211057629621,29.705949685654826,572.655396663566,50.06036078119522,19.047,47.504,District V.
